gene	kog
Amillepora37223	Function Unknown
Amillepora37220	Function Unknown
Amillepora37221	Replication, recombination and repair
Amillepora37224	Function Unknown
Amillepora37225	Function Unknown
Amillepora37226	Function Unknown
Amillepora37197	Function Unknown
Amillepora37206	Signal transduction mechanisms
Amillepora37199	Function Unknown
Amillepora37200	Function Unknown
Amillepora37201	Function Unknown
Amillepora35894	Replication, recombination and repair
Amillepora35908	Carbohydrate transport and metabolism
Amillepora35909	Function Unknown
Amillepora35589	Transcription
Amillepora35587	Transcription
Amillepora35588	Transcription
Amillepora35593	Function Unknown
Amillepora35598	Function Unknown
Amillepora35590	Intracellular trafficking, secretion, and vesicular transport
Amillepora35600	Function Unknown
Amillepora35603	Function Unknown
Amillepora35596	Function Unknown
Amillepora35597	Extracellular structures
Amillepora36431	Function Unknown
Amillepora36433	Cell cycle control, cell division, chromosome partitioning
Amillepora37122	Function Unknown
Amillepora37093	Function Unknown
Amillepora37095	Function Unknown
Amillepora37096	Function Unknown
Amillepora37031	Signal transduction mechanisms
Amillepora36094	Signal transduction mechanisms
Amillepora36100	Signal transduction mechanisms
Amillepora36088	Signal transduction mechanisms
Amillepora36091	Signal transduction mechanisms
Amillepora34948	RNA processing and modification
Amillepora34942	RNA processing and modification
Amillepora35446	Function Unknown
Amillepora35445	Function Unknown
Amillepora35447	Defense mechanisms
Amillepora35444	Function Unknown
Amillepora35456	Function Unknown
Amillepora35455	Chromatin structure and dynamics
Amillepora35455	Cell cycle control, cell division, chromosome partitioning
Amillepora35461	Chromatin structure and dynamics
Amillepora35461	Cell cycle control, cell division, chromosome partitioning
Amillepora35453	Function Unknown
Amillepora35460	Function Unknown
Amillepora36971	Function Unknown
Amillepora36976	Function Unknown
Amillepora36973	Function Unknown
Amillepora36975	Replication, recombination and repair
Amillepora35482	Function Unknown
Amillepora35483	Function Unknown
Amillepora35480	Function Unknown
Amillepora35479	Function Unknown
Amillepora35476	Function Unknown
Amillepora35473	Function Unknown
Amillepora35475	Function Unknown
Amillepora35462	Replication, recombination and repair
Amillepora35469	Function Unknown
Amillepora35471	Function Unknown
Amillepora35467	Function Unknown
Amillepora35464	Function Unknown
Amillepora35478	Carbohydrate transport and metabolism
Amillepora35468	Function Unknown
Amillepora35472	Function Unknown
Amillepora35465	Function Unknown
Amillepora35477	Carbohydrate transport and metabolism
Amillepora36390	Replication, recombination and repair
Amillepora36393	Function Unknown
Amillepora36392	Function Unknown
Amillepora36391	Function Unknown
Amillepora36395	Function Unknown
Amillepora36396	Function Unknown
Amillepora35384	Inorganic ion transport and metabolism
Amillepora35384	Signal transduction mechanisms
Amillepora35385	Function Unknown
Amillepora35386	Function Unknown
Amillepora35388	Function Unknown
Amillepora35395	Replication, recombination and repair
Amillepora35392	Defense mechanisms
Amillepora31365	Cytoskeleton
Amillepora31363	Carbohydrate transport and metabolism
Amillepora31368	Amino acid transport and metabolism
Amillepora31375	Amino acid transport and metabolism
Amillepora31374	Amino acid transport and metabolism
Amillepora31370	Amino acid transport and metabolism
Amillepora31371	Amino acid transport and metabolism
Amillepora31380	Replication, recombination and repair
Amillepora31383	Amino acid transport and metabolism
Amillepora31379	Amino acid transport and metabolism
Amillepora31378	Amino acid transport and metabolism
Amillepora31392	RNA processing and modification
Amillepora31391	Transcription
Amillepora31386	Function Unknown
Amillepora31399	Function Unknown
Amillepora31405	Function Unknown
Amillepora31397	Function Unknown
Amillepora31395	Function Unknown
Amillepora31400	Function Unknown
Amillepora31404	Function Unknown
Amillepora36756	Carbohydrate transport and metabolism
Amillepora36755	Function Unknown
Amillepora37958	Posttranslational modification, protein turnover, chaperones
Amillepora31628	Function Unknown
Amillepora31629	Function Unknown
Amillepora31630	Function Unknown
Amillepora31634	Replication, recombination and repair
Amillepora31633	Function Unknown
Amillepora31636	Function Unknown
Amillepora31637	Function Unknown
Amillepora31632	Intracellular trafficking, secretion, and vesicular transport
Amillepora31640	Function Unknown
Amillepora31642	Cell cycle control, cell division, chromosome partitioning
Amillepora31643	Function Unknown
Amillepora31639	Replication, recombination and repair
Amillepora31644	Function Unknown
Amillepora31646	Intracellular trafficking, secretion, and vesicular transport
Amillepora31650	Replication, recombination and repair
Amillepora31649	Energy production and conversion
Amillepora31653	Cytoskeleton
Amillepora31658	Function Unknown
Amillepora31652	Cell cycle control, cell division, chromosome partitioning
Amillepora31656	Function Unknown
Amillepora31647	Defense mechanisms
Amillepora31654	Transcription
Amillepora31663	Function Unknown
Amillepora31662	Function Unknown
Amillepora31665	Amino acid transport and metabolism
Amillepora31660	Function Unknown
Amillepora31666	Posttranslational modification, protein turnover, chaperones
Amillepora31661	Signal transduction mechanisms
Amillepora31657	RNA processing and modification
Amillepora31664	Function Unknown
Amillepora31672	Signal transduction mechanisms
Amillepora31667	Transcription
Amillepora31674	Energy production and conversion
Amillepora31682	Energy production and conversion
Amillepora31670	Function Unknown
Amillepora31669	Replication, recombination and repair
Amillepora31675	Extracellular structures
Amillepora31668	Translation, ribosomal structure and biogenesis
Amillepora31673	Carbohydrate transport and metabolism
Amillepora37788	Function Unknown
Amillepora37790	Carbohydrate transport and metabolism
Amillepora37789	Carbohydrate transport and metabolism
Amillepora34603	Replication, recombination and repair
Amillepora34601	Replication, recombination and repair
Amillepora34604	Function Unknown
Amillepora34599	Replication, recombination and repair
Amillepora34602	Replication, recombination and repair
Amillepora36502	Function Unknown
Amillepora36500	Signal transduction mechanisms
Amillepora36504	Signal transduction mechanisms
Amillepora36498	Function Unknown
Amillepora36503	Function Unknown
Amillepora36501	Replication, recombination and repair
Amillepora36987	Replication, recombination and repair
Amillepora36984	Function Unknown
Amillepora36985	Function Unknown
Amillepora36983	Function Unknown
Amillepora36982	Carbohydrate transport and metabolism
Amillepora37290	Function Unknown
Amillepora37285	Replication, recombination and repair
Amillepora37841	Signal transduction mechanisms
Amillepora37842	Inorganic ion transport and metabolism
Amillepora37842	Signal transduction mechanisms
Amillepora36066	Function Unknown
Amillepora36065	Replication, recombination and repair
Amillepora36064	Replication, recombination and repair
Amillepora36067	Function Unknown
Amillepora36071	Replication, recombination and repair
Amillepora37089	Function Unknown
Amillepora37090	Function Unknown
Amillepora37091	Function Unknown
Amillepora38046	Function Unknown
Amillepora37847	Lipid transport and metabolism
Amillepora36949	Signal transduction mechanisms
Amillepora38137	Signal transduction mechanisms
Amillepora37142	Function Unknown
Amillepora37138	Function Unknown
Amillepora36926	Function Unknown
Amillepora36929	Signal transduction mechanisms
Amillepora35817	Signal transduction mechanisms
Amillepora35814	Function Unknown
Amillepora35815	RNA processing and modification
Amillepora35818	RNA processing and modification
Amillepora36678	Signal transduction mechanisms
Amillepora36675	Function Unknown
Amillepora36677	RNA processing and modification
Amillepora36672	Signal transduction mechanisms
Amillepora36671	Signal transduction mechanisms
Amillepora36679	Function Unknown
Amillepora36682	Function Unknown
Amillepora36674	Cell cycle control, cell division, chromosome partitioning
Amillepora36680	Replication, recombination and repair
Amillepora36681	Replication, recombination and repair
Amillepora36683	Replication, recombination and repair
Amillepora36673	Signal transduction mechanisms
Amillepora35261	Replication, recombination and repair
Amillepora35268	Function Unknown
Amillepora35266	Function Unknown
Amillepora35270	Chromatin structure and dynamics
Amillepora35265	Intracellular trafficking, secretion, and vesicular transport
Amillepora35263	Function Unknown
Amillepora37570	Function Unknown
Amillepora37572	Function Unknown
Amillepora37573	Function Unknown
Amillepora37571	Function Unknown
Amillepora37575	Function Unknown
Amillepora37574	Function Unknown
Amillepora37829	Function Unknown
Amillepora37830	Replication, recombination and repair
Amillepora32263	RNA processing and modification
Amillepora32266	Signal transduction mechanisms
Amillepora32268	Posttranslational modification, protein turnover, chaperones
Amillepora32265	Signal transduction mechanisms
Amillepora32264	RNA processing and modification
Amillepora32267	Signal transduction mechanisms
Amillepora32279	Signal transduction mechanisms
Amillepora32276	Intracellular trafficking, secretion, and vesicular transport
Amillepora32271	Posttranslational modification, protein turnover, chaperones
Amillepora32274	Carbohydrate transport and metabolism
Amillepora32274	Posttranslational modification, protein turnover, chaperones
Amillepora32278	Signal transduction mechanisms
Amillepora32277	Posttranslational modification, protein turnover, chaperones
Amillepora32275	Translation, ribosomal structure and biogenesis
Amillepora32269	Posttranslational modification, protein turnover, chaperones
Amillepora32269	Signal transduction mechanisms
Amillepora32272	Signal transduction mechanisms
Amillepora32273	Secondary metabolites biosynthesis, transport and catabolism
Amillepora32285	Transcription
Amillepora32283	Intracellular trafficking, secretion, and vesicular transport
Amillepora32290	Signal transduction mechanisms
Amillepora32289	Function Unknown
Amillepora32297	Energy production and conversion
Amillepora32295	Energy production and conversion
Amillepora32300	Function Unknown
Amillepora32307	Function Unknown
Amillepora32311	Translation, ribosomal structure and biogenesis
Amillepora32305	Signal transduction mechanisms
Amillepora32306	Cell wall/membrane/envelope biogenesis
Amillepora32293	Translation, ribosomal structure and biogenesis
Amillepora32308	Intracellular trafficking, secretion, and vesicular transport
Amillepora32298	Signal transduction mechanisms
Amillepora32299	Signal transduction mechanisms
